date,district,Cowpea,Ground Nuts,Maize,Onion,Pepper,Rice,Sesame,Sorghum,Tomato,Water Melon
2006-01-01,Wanla weyn,,,,,,,,1.2,,
2006-01-01,Xarardheere,,,,,,,,,,
2006-01-01,Xudur,,,,,,,,55.0,,
2006-07-01,Adan Yabaal,,,,,,,,25.0,,
2006-07-01,Afgooye,,,5.4,,,,,,,
2006-07-01,Afmadow,,,20.0,,,,,16.0,,
2006-07-01,Baardheere,,,1.23,,,,,2.928,,
2006-07-01,Badhaadhe,,,153.0,,,,,,,
2006-07-01,Balcad,,,3.85,,,,,2.55,,
2006-07-01,Baraawe,,,400.0,,,,,,,
2006-07-01,Baydhaba,,,500.0,,,,,11.4,,
2006-07-01,Belet Weyne,,,240.0,,,,,280.0,,
2006-07-01,Belet Xaawo,,,24.0,,,,,,,
2006-07-01,Borama,,,828.0,,,,,3.75,,
2006-07-01,Bu'aale,,,367.0,,,,,100.0,,
2006-07-01,Bulo Burto,4.0,,120.0,,,,,516.0,,
2006-07-01,Burco,,,8.0,,,,,81.0,,
2006-07-01,Buur Hakaba,,,140.0,,,,,6.0,,
2006-07-01,Cadale,,,,,,,,20.0,,
2006-07-01,Ceel Bur,,,,,,,,,,
2006-07-01,Ceel Dheer,,,,,,,,,,
2006-07-01,Diinsoor,,,1.2,,,,,9.2,,
2006-07-01,Doolow,,,45.0,,,,,,,
2006-07-01,El berde,,,,,,,,,,
2006-07-01,Garbaharey/Burdhuubo,,,118.0,,,,,11.0,,
2006-07-01,Gebiley,,,1.794,,,,,16.686,,
2006-07-01,Hagar,,,20.0,,,,,24.0,,
2006-07-01,Hargeysa,,,369.0,,,,,972.0,,
2006-07-01,Hobyo,,,,,,,,,,
2006-07-01,Jalalaqsi,38.0,,200.0,,,,,90.0,,
2006-07-01,Jamaame,200.0,,292.0,,,,900.0,,,
2006-07-01,Jilib,120.0,,828.0,,,,400.0,,,
2006-07-01,Jowhar,,,7.2,,,,,5.1,,
2006-07-01,Kismaayo,120.0,,1.544,,,,80.0,,,
2006-07-01,Kurtunwaarey,,,11.0,,,,,,,
2006-07-01,Luuq,,,100.0,,,,,20.0,,
2006-07-01,Marka,,,14.4,,,,,,,
2006-07-01,Owdweyne,,,20.0,,,,,420.0,,
2006-07-01,Qansax Dheere,,,900.0,,,,,8.8,,
2006-07-01,Qoryooley,,,8.96,,,,,,,
2006-07-01,Rab Dhuure,,,,,,,,80.0,,
2006-07-01,Saakow,,,41.0,,,,,180.0,,
2006-07-01,Sablaale,,,2.4,,,,,,,
2006-07-01,Sheikh,,,14.0,,,,,78.0,,
2006-07-01,Tayeeglow,,,80.0,,,,,700.0,,
2006-07-01,Waajid,,,35.0,,,,,300.0,,
2006-07-01,Wanla weyn,,,,,,,,4.5,,
2006-07-01,Xarardheere,,,,,,,,,,
2006-07-01,Xudur,,,80.0,,,,,150.0,,
2007-01-01,Adan Yabaal,,,,,,,,30.0,,
2007-01-01,Afgooye,,,3.6,,,,,5.6,,
2007-01-01,Afmadow,,,,,,,,,,
2007-01-01,Baardheere,5.0,,135.0,,,,132.0,2.32,,
2007-01-01,Badhaadhe,,,35.0,,,,,,,
2007-01-01,Balcad,,,2.805,,,,140.0,2.0,,
2007-01-01,Baraawe,,,350.0,,,,,,,
2007-01-01,Baydhaba,,,4.32,,,,,14.4,,
2007-01-01,Belet Weyne,11.0,,32.0,,,,115.0,1.5,,
2007-01-01,Belet Xaawo,1.0,,8.0,,,,,35.0,,
2007-01-01,Borama,,,,,,,,,,
2007-01-01,Bu'aale,48.0,,160.0,,,,575.0,892.0,,
2007-01-01,Bulo Burto,,,654.0,,,,39.0,3.6,,
2007-01-01,Burco,,,,,,,,,,
2007-01-01,Buur Hakaba,,,3.36,,,,,11.2,,
2007-01-01,Cadale,,,,,,,,20.0,,
2007-01-01,Ceel Bur,,,,,,,,,,
2007-01-01,Ceel Dheer,385.0,,,,,,,,,
2007-01-01,Diinsoor,,,1.05,,,,,13.125,,
2007-01-01,Doolow,1.0,,9.0,,,,,26.0,,
2007-01-01,El berde,,,82.0,,,,,205.0,,
2007-01-01,Garbaharey/Burdhuubo,3.0,,113.0,,,,,70.0,,
2007-01-01,Gebiley,,,,,,,,,,
2007-01-01,Hagar,,,,,,,,88.0,,
2007-01-01,Hargeysa,,,,,,,,,,
2007-01-01,Hobyo,,,,,,,,,,
2007-01-01,Jalalaqsi,,,472.0,,,,1.368,500.0,,
2007-01-01,Jamaame,60.0,,200.0,,,,250.0,,,
2007-01-01,Jilib,78.0,,260.0,,,,325.0,,,
2007-01-01,Jowhar,,,7.83,,,,225.0,2.8,,
2007-01-01,Kismaayo,30.0,,850.0,,,,413.0,,,
2007-01-01,Kurtunwaarey,,,1.19,,,,,,,
2007-01-01,Luuq,1.0,,17.0,,,,,84.0,,
2007-01-01,Marka,,,1.4,,,,,20.0,,
2007-01-01,Owdweyne,,,,,,,,,,
2007-01-01,Qansax Dheere,,,1.14,,,,,14.25,,
2007-01-01,Qoryooley,,,800.0,,,,,2.4,,
2007-01-01,Rab Dhuure,,,69.0,,,,,1.074,,
2007-01-01,Saakow,24.0,,80.0,,,,175.0,3.99,,
2007-01-01,Sablaale,,,80.0,,,,,,,
2007-01-01,Sheikh,,,,,,,,,,
2007-01-01,Tayeeglow,,,300.0,,,,,1.02,,
2007-01-01,Waajid,,,204.0,,,,,1.088,,
2007-01-01,Wanla weyn,,,,,,,,5.4,,
2007-01-01,Xarardheere,,,,,,,,,,
2007-01-01,Xudur,,,184.0,,,,,1.313,,
2007-07-01,Adan Yabaal,,,,,,,,15.0,,
2007-07-01,Afgooye,,,4.55,,,,,100.0,,
2007-07-01,Afmadow,,,10.0,,,,,,,
2007-07-01,Baardheere,,,55.0,,,,,7.0,,
2007-07-01,Badhaadhe,,,280.0,,,,,,,
2007-07-01,Balcad,,,1.5,,,,,450.0,,
2007-07-01,Baraawe,,,225.0,,,,,,,
2007-07-01,Baydhaba,,,58.0,,,,,1.187,,
2007-07-01,Belet Weyne,,,300.0,,,,,840.0,,
2007-07-01,Belet Xaawo,,,,,,,,,,
2007-07-01,Borama,,,1.219,,,,,3.186,,
2007-07-01,Bu'aale,,,180.0,,,,,140.0,,
2007-07-01,Bulo Burto,,,102.0,,,,,350.0,,
2007-07-01,Burco,,,13.0,,,,,70.0,,
2007-07-01,Buur Hakaba,,,40.0,,,,,568.0,,
2007-07-01,Cadale,,,,,,,,10.0,,
2007-07-01,Ceel Bur,,,,,,,,,,
2007-07-01,Ceel Dheer,,,,,,,,,,
2007-07-01,Diinsoor,,,36.0,,,,,699.0,,
2007-07-01,Doolow,,,5.0,,,,,,,
2007-07-01,El berde,,,,,,,,,,
2007-07-01,Garbaharey/Burdhuubo,,,8.0,,,,,,,
2007-07-01,Gebiley,,,2.121,,,,,17.29,,
2007-07-01,Hagar,,,184.0,,,,,15.0,,
2007-07-01,Hargeysa,,,555.0,,,,,1.35,,
2007-07-01,Hobyo,,,,,,,,,,
2007-07-01,Jalalaqsi,,,240.0,,,,,80.0,,
2007-07-01,Jamaame,,,2.287,,,,,,,
2007-07-01,Jilib,,,4.54,,,,,,,
2007-07-01,Jowhar,,,4.8,,,,,1.2,,
2007-07-01,Kismaayo,,,264.0,,,,,,,
2007-07-01,Kurtunwaarey,,,3.2,,,,,,,
2007-07-01,Luuq,,,11.0,,,,,2.0,,
2007-07-01,Marka,,,8.0,,,,,,,
2007-07-01,Owdweyne,,,91.0,,,,,716.0,,
2007-07-01,Qansax Dheere,,,42.0,,,,,453.0,,
2007-07-01,Qoryooley,,,7.6,,,,,60.0,,
2007-07-01,Rab Dhuure,,,,,,,,,,
2007-07-01,Saakow,,,60.0,,,,,125.0,,
2007-07-01,Sablaale,,,2.16,,,,,,,
2007-07-01,Sheikh,,,23.0,,,,,105.0,,
2007-07-01,Tayeeglow,,,,,,,,58.0,,
2007-07-01,Waajid,,,4.0,,,,,30.0,,
2007-07-01,Wanla weyn,,,,,,,,1.4,,
2007-07-01,Xarardheere,,,,,,,,,,
2007-07-01,Xudur,,,5.0,,,,,30.0,,
2008-01-01,Adan Yabaal,,,,,,,,,,
2008-01-01,Afgooye,,,800.0,,,,120.0,4.4,,
2008-01-01,Afmadow,,,15.0,,,,,,,
2008-01-01,Baardheere,,,3.33,,,,,11.4,,
2008-01-01,Badhaadhe,,,180.0,,,,,,,
2008-01-01,Balcad,,,818.0,,,,,896.0,,
2008-01-01,Baraawe,,,350.0,,,,560.0,,,
2008-01-01,Baydhaba,,,945.0,,,,,8.964,,
2008-01-01,Belet Weyne,,,200.0,,,,,480.0,,
2008-01-01,Belet Xaawo,,,21.0,,,,,,,
2008-01-01,Borama,,,,,,,,,,
2008-01-01,Bu'aale,,,320.0,,,,,1.32,,
2008-01-01,Bulo Burto,,,140.0,,,,,520.0,,
2008-01-01,Burco,,,,,,,,,,
2008-01-01,Buur Hakaba,,,560.0,,,,,8.82,,
2008-01-01,Cadale,,,,,,,,,,
2008-01-01,Ceel Bur,,,,,,,,,,
2008-01-01,Ceel Dheer,,,,,,,,,,
2008-01-01,Diinsoor,,,560.0,,,,,11.76,,
2008-01-01,Doolow,,,42.0,,,,,,,
2008-01-01,El berde,,,,,,,,,,
2008-01-01,Garbaharey/Burdhuubo,,,155.0,,,,,,,
2008-01-01,Gebiley,,,,,,,,,,
2008-01-01,Hagar,,,210.0,,,,,,,
2008-01-01,Hargeysa,,,,,,,,,,
2008-01-01,Hobyo,,,,,,,,,,
2008-01-01,Jalalaqsi,,,350.0,,,,,700.0,,
