date,district,Average of centy,Average of centx
2016-12-01,Doolow,4.002533000000001,42.1408
2017-01-01,Doolow,4.002533000000001,42.1408
2017-02-01,Doolow,4.002533000000001,42.1408
2017-03-01,Doolow,4.002533000000001,42.1408
2017-04-01,Doolow,4.002533000000001,42.1408
2017-05-01,Doolow,4.002533000000001,42.1408
2017-06-01,Doolow,4.002533000000001,42.1408
2017-07-01,Doolow,4.002533000000001,42.1408
2017-08-01,Doolow,4.002533000000001,42.1408
2017-09-01,Doolow,4.002533000000001,42.1408
2017-10-01,Doolow,4.002533000000001,42.1408
2017-11-01,Doolow,4.002533000000001,42.1408
2017-12-01,Doolow,4.002533000000001,42.1408
2018-01-01,Doolow,4.002533000000001,42.1408
2018-02-01,Doolow,4.002533000000001,42.1408
2018-03-01,Doolow,4.002533000000001,42.1408
2018-04-01,Doolow,4.002533000000001,42.1408
2018-05-01,Doolow,4.002533000000001,42.1408
2018-06-01,Doolow,4.002533000000001,42.1408
2018-07-01,Doolow,4.002533000000001,42.1408
2018-08-01,Doolow,4.002533000000001,42.1408
2018-09-01,Doolow,4.002533000000001,42.1408
2018-10-01,Doolow,4.002533000000001,42.1408
2018-11-01,Doolow,4.002533000000001,42.1408
2018-12-01,Doolow,4.002533000000001,42.1408
2019-01-01,Doolow,4.002533000000001,42.1408
2019-02-01,Doolow,4.002533000000001,42.1408
2019-03-01,Doolow,4.002533000000001,42.1408
2019-04-01,Doolow,4.002533000000001,42.1408
2019-05-01,Doolow,4.002533000000001,42.1408
2019-06-01,Doolow,4.002533000000001,42.1408
2019-07-01,Doolow,4.002533000000001,42.1408
2019-08-01,Doolow,4.002533000000001,42.1408
2019-09-01,Doolow,4.002533000000001,42.1408
2019-10-01,Doolow,4.002533000000001,42.1408
2019-11-01,Doolow,4.002533000000001,42.1408
2019-12-01,Doolow,4.002533000000001,42.1408
2020-01-01,Doolow,4.002533000000001,42.1408
2020-02-01,Doolow,4.002533000000001,42.1408
2016-02-01,Eyl,8.094348,49.56446
2016-03-01,Eyl,8.094348,49.56446
2016-04-01,Eyl,8.094348,49.56446
2016-05-01,Eyl,8.094348,49.56446
2016-06-01,Eyl,8.094348,49.56446
2016-07-01,Eyl,8.094348,49.56446
2016-08-01,Eyl,8.094348,49.56446
2016-09-01,Eyl,8.094348,49.56446
2016-10-01,Eyl,8.094348,49.56446
2016-11-01,Eyl,8.094348,49.56446
2016-12-01,Eyl,8.094348,49.56446
2017-01-01,Eyl,8.094348,49.56446
2017-02-01,Eyl,8.094348,49.56446
2017-03-01,Eyl,8.094348,49.56446
2017-04-01,Eyl,8.094348,49.56446
2017-05-01,Eyl,8.094348,49.56446
2017-06-01,Eyl,8.094348,49.56446
2017-07-01,Eyl,8.094348,49.56446
2017-08-01,Eyl,8.094348,49.56446
2017-09-01,Eyl,8.094348,49.56446
2017-10-01,Eyl,8.094348,49.56446
2017-11-01,Eyl,8.094348,49.56446
2017-12-01,Eyl,8.094348,49.56446
2018-01-01,Eyl,8.094348,49.56446
2018-02-01,Eyl,8.094348,49.56446
2018-03-01,Eyl,8.094348,49.56446
2018-04-01,Eyl,8.094348,49.56446
2018-05-01,Eyl,8.094348,49.56446
2018-06-01,Eyl,8.094348,49.56446
2018-07-01,Eyl,8.094348,49.56446
2018-08-01,Eyl,8.094348,49.56446
2018-09-01,Eyl,8.094348,49.56446
2018-10-01,Eyl,8.094348,49.56446
2018-11-01,Eyl,8.094348,49.56446
2018-12-01,Eyl,8.094348,49.56446
2019-01-01,Eyl,8.094348,49.56446
2019-02-01,Eyl,8.094348,49.56446
2019-03-01,Eyl,8.094348,49.56446
2019-04-01,Eyl,8.094348,49.56446
2019-05-01,Eyl,8.094348,49.56446
2019-06-01,Eyl,8.094348,49.56446
2019-07-01,Eyl,8.094348,49.56446
2019-08-01,Eyl,8.094348,49.56446
2019-09-01,Eyl,8.094348,49.56446
2019-10-01,Eyl,8.094348,49.56446
2019-11-01,Eyl,8.094348,49.56446
2019-12-01,Eyl,8.094348,49.56446
2020-01-01,Eyl,8.094348,49.56446
2020-02-01,Eyl,8.094348,49.56446
2016-02-01,Gaalkacyo,6.935230000000001,47.68801
2016-03-01,Gaalkacyo,6.935230000000001,47.68801
2016-04-01,Gaalkacyo,6.935230000000001,47.68801
2016-05-01,Gaalkacyo,6.935230000000001,47.68801
2016-06-01,Gaalkacyo,6.935230000000001,47.68801
2016-07-01,Gaalkacyo,6.935230000000001,47.68801
2016-08-01,Gaalkacyo,6.935230000000001,47.68801
2016-09-01,Gaalkacyo,6.935230000000001,47.68801
2016-10-01,Gaalkacyo,6.935230000000001,47.68801
2016-11-01,Gaalkacyo,6.935230000000001,47.68801
2016-12-01,Gaalkacyo,6.935230000000001,47.68801
2017-01-01,Gaalkacyo,6.935230000000001,47.68801
2017-02-01,Gaalkacyo,6.935230000000001,47.68801
2017-03-01,Gaalkacyo,6.935230000000001,47.68801
2017-04-01,Gaalkacyo,6.935230000000001,47.68801
2017-05-01,Gaalkacyo,6.935230000000001,47.68801
2017-06-01,Gaalkacyo,6.935230000000001,47.68801
2017-07-01,Gaalkacyo,6.935230000000001,47.68801
2017-08-01,Gaalkacyo,6.935230000000001,47.68801
2017-09-01,Gaalkacyo,6.935230000000001,47.68801
2017-10-01,Gaalkacyo,6.935230000000001,47.68801
2017-11-01,Gaalkacyo,6.935230000000001,47.68801
2017-12-01,Gaalkacyo,6.935230000000001,47.68801
2018-01-01,Gaalkacyo,6.935230000000001,47.68801
2018-02-01,Gaalkacyo,6.935230000000001,47.68801
2018-03-01,Gaalkacyo,6.935230000000001,47.68801
2018-04-01,Gaalkacyo,6.935230000000001,47.68801
2018-05-01,Gaalkacyo,6.935230000000001,47.68801
2018-06-01,Gaalkacyo,6.935230000000001,47.68801
2018-07-01,Gaalkacyo,6.935230000000001,47.68801
2018-08-01,Gaalkacyo,6.935230000000001,47.68801
2018-09-01,Gaalkacyo,6.935230000000001,47.68801
2018-10-01,Gaalkacyo,6.935230000000001,47.68801
2018-11-01,Gaalkacyo,6.935230000000001,47.68801
2018-12-01,Gaalkacyo,6.935230000000001,47.68801
2019-01-01,Gaalkacyo,6.935230000000001,47.68801
2019-02-01,Gaalkacyo,6.935230000000001,47.68801
2019-03-01,Gaalkacyo,6.935230000000001,47.68801
2019-04-01,Gaalkacyo,6.935230000000001,47.68801
2019-05-01,Gaalkacyo,6.935230000000001,47.68801
2019-06-01,Gaalkacyo,6.935230000000001,47.68801
2019-07-01,Gaalkacyo,6.935230000000001,47.68801
2019-08-01,Gaalkacyo,6.935230000000001,47.68801
2019-09-01,Gaalkacyo,6.935230000000001,47.68801
2019-10-01,Gaalkacyo,6.935230000000001,47.68801
2019-11-01,Gaalkacyo,6.935230000000001,47.68801
2019-12-01,Gaalkacyo,6.935230000000001,47.68801
2020-01-01,Gaalkacyo,6.935230000000001,47.68801
2020-02-01,Gaalkacyo,6.935230000000001,47.68801
2016-02-01,Galdogob,7.039169,47.22166
2016-03-01,Galdogob,7.039169,47.22166
2016-04-01,Galdogob,7.039169,47.22166
2016-05-01,Galdogob,7.039169,47.22166
2016-06-01,Galdogob,7.039169,47.22166
2016-07-01,Galdogob,7.039169,47.22166
2016-08-01,Galdogob,7.039169,47.22166
2016-09-01,Galdogob,7.039169,47.22166
2016-10-01,Galdogob,7.039169,47.22166
2016-11-01,Galdogob,7.039169,47.22166
2016-12-01,Galdogob,7.039169,47.22166
2017-01-01,Galdogob,7.039169,47.22166
2017-02-01,Galdogob,7.039169,47.22166
2017-03-01,Galdogob,7.039169,47.22166
2017-04-01,Galdogob,7.039169,47.22166
2017-05-01,Galdogob,7.039169,47.22166
2017-06-01,Galdogob,7.039169,47.22166
2017-07-01,Galdogob,7.039169,47.22166
2017-08-01,Galdogob,7.039169,47.22166
2017-09-01,Galdogob,7.039169,47.22166
2017-10-01,Galdogob,7.039169,47.22166
2017-11-01,Galdogob,7.039169,47.22166
2017-12-01,Galdogob,7.039169,47.22166
2018-01-01,Galdogob,7.039169,47.22166
2018-02-01,Galdogob,7.039169,47.22166
2018-03-01,Galdogob,7.039169,47.22166
2018-04-01,Galdogob,7.039169,47.22166
2018-05-01,Galdogob,7.039169,47.22166
2018-06-01,Galdogob,7.039169,47.22166
2018-07-01,Galdogob,7.039169,47.22166
2018-08-01,Galdogob,7.039169,47.22166
2018-09-01,Galdogob,7.039169,47.22166
2018-10-01,Galdogob,7.039169,47.22166
2018-11-01,Galdogob,7.039169,47.22166
2018-12-01,Galdogob,7.039169,47.22166
2019-01-01,Galdogob,7.039169,47.22166
2019-02-01,Galdogob,7.039169,47.22166
2019-03-01,Galdogob,7.039169,47.22166
2019-04-01,Galdogob,7.039169,47.22166
2019-05-01,Galdogob,7.039169,47.22166
2019-06-01,Galdogob,7.039169,47.22166
2019-07-01,Galdogob,7.039169,47.22166
2019-08-01,Galdogob,7.039169,47.22166
2019-09-01,Galdogob,7.039169,47.22166
2019-10-01,Galdogob,7.039169,47.22166
2019-11-01,Galdogob,7.039169,47.22166
2019-12-01,Galdogob,7.039169,47.22166
2020-01-01,Galdogob,7.039169,47.22166
2020-02-01,Galdogob,7.039169,47.22166
2016-02-01,Garbahaarey,3.205999,42.35913
2016-03-01,Garbahaarey,3.205999,42.35913
2016-04-01,Garbahaarey,3.205999,42.35913
2016-05-01,Garbahaarey,3.205999,42.35913
2016-06-01,Garbahaarey,3.205999,42.35913
2016-07-01,Garbahaarey,3.205999,42.35913
2016-08-01,Garbahaarey,3.205999,42.35913
2016-09-01,Garbahaarey,3.205999,42.35913
2016-10-01,Garbahaarey,3.205999,42.35913
2016-11-01,Garbahaarey,3.205999,42.35913
2016-12-01,Garbahaarey,3.205999,42.35913
2017-01-01,Garbahaarey,3.205999,42.35913
2017-02-01,Garbahaarey,3.205999,42.35913
2017-03-01,Garbahaarey,3.205999,42.35913
2017-04-01,Garbahaarey,3.205999,42.35913
2017-05-01,Garbahaarey,3.205999,42.35913
2017-06-01,Garbahaarey,3.205999,42.35913
2017-07-01,Garbahaarey,3.205999,42.35913
2017-08-01,Garbahaarey,3.205999,42.35913
2017-09-01,Garbahaarey,3.205999,42.35913
2017-10-01,Garbahaarey,3.205999,42.35913
2017-11-01,Garbahaarey,3.205999,42.35913
2017-12-01,Garbahaarey,3.205999,42.35913
2018-01-01,Garbahaarey,3.205999,42.35913
2018-02-01,Garbahaarey,3.205999,42.35913
2018-03-01,Garbahaarey,3.205999,42.35913
2018-04-01,Garbahaarey,3.205999,42.35913
2018-05-01,Garbahaarey,3.205999,42.35913
2018-06-01,Garbahaarey,3.205999,42.35913
2018-07-01,Garbahaarey,3.205999,42.35913
2018-08-01,Garbahaarey,3.205999,42.35913
2018-09-01,Garbahaarey,3.205999,42.35913
2018-10-01,Garbahaarey,3.205999,42.35913
2018-11-01,Garbahaarey,3.205999,42.35913
2018-12-01,Garbahaarey,3.205999,42.35913
2019-01-01,Garbahaarey,3.205999,42.35913
2019-02-01,Garbahaarey,3.205999,42.35913
2019-03-01,Garbahaarey,3.205999,42.35913
2019-04-01,Garbahaarey,3.205999,42.35913
2019-05-01,Garbahaarey,3.205999,42.35913
2019-06-01,Garbahaarey,3.205999,42.35913
2019-07-01,Garbahaarey,3.205999,42.35913
2019-08-01,Garbahaarey,3.205999,42.35913
2019-09-01,Garbahaarey,3.205999,42.35913
2019-10-01,Garbahaarey,3.205999,42.35913
2019-11-01,Garbahaarey,3.205999,42.35913
2019-12-01,Garbahaarey,3.205999,42.35913
2020-01-01,Garbahaarey,3.205999,42.35913
2020-02-01,Garbahaarey,3.205999,42.35913
2016-02-01,Garoowe,8.470396000000001,48.78639
2016-03-01,Garoowe,8.470396000000001,48.78639
2016-04-01,Garoowe,8.470396000000001,48.78639
2016-05-01,Garoowe,8.470396000000001,48.78639
2016-06-01,Garoowe,8.470396000000001,48.78639
2016-07-01,Garoowe,8.470396000000001,48.78639
2016-08-01,Garoowe,8.470396000000001,48.78639
2016-09-01,Garoowe,8.470396000000001,48.78639
2016-10-01,Garoowe,8.470396000000001,48.78639
2016-11-01,Garoowe,8.470396000000001,48.78639
2016-12-01,Garoowe,8.470396000000001,48.78639
2017-01-01,Garoowe,8.470396000000001,48.78639
2017-02-01,Garoowe,8.470396000000001,48.78639
2017-03-01,Garoowe,8.470396000000001,48.78639
2017-04-01,Garoowe,8.470396000000001,48.78639
2017-05-01,Garoowe,8.470396000000001,48.78639
2017-06-01,Garoowe,8.470396000000001,48.78639
2017-07-01,Garoowe,8.470396000000001,48.78639
2017-08-01,Garoowe,8.470396000000001,48.78639
2017-09-01,Garoowe,8.470396000000001,48.78639
2017-10-01,Garoowe,8.470396000000001,48.78639
2017-11-01,Garoowe,8.470396000000001,48.78639
2017-12-01,Garoowe,8.470396000000001,48.78639
2018-01-01,Garoowe,8.470396000000001,48.78639
2018-02-01,Garoowe,8.470396000000001,48.78639
2018-03-01,Garoowe,8.470396000000001,48.78639
2018-04-01,Garoowe,8.470396000000001,48.78639
2018-05-01,Garoowe,8.470396000000001,48.78639
2018-06-01,Garoowe,8.470396000000001,48.78639
2018-07-01,Garoowe,8.470396000000001,48.78639
2018-08-01,Garoowe,8.470396000000001,48.78639
2018-09-01,Garoowe,8.470396000000001,48.78639
2018-10-01,Garoowe,8.470396000000001,48.78639
2018-11-01,Garoowe,8.470396000000001,48.78639
2018-12-01,Garoowe,8.470396000000001,48.78639
2019-01-01,Garoowe,8.470396000000001,48.78639
2019-02-01,Garoowe,8.470396000000001,48.78639
2019-03-01,Garoowe,8.470396000000001,48.78639
2019-04-01,Garoowe,8.470396000000001,48.78639
2019-05-01,Garoowe,8.470396000000001,48.78639
2019-06-01,Garoowe,8.470396000000001,48.78639
2019-07-01,Garoowe,8.470396000000001,48.78639
2019-08-01,Garoowe,8.470396000000001,48.78639
2019-09-01,Garoowe,8.470396000000001,48.78639
2019-10-01,Garoowe,8.470396000000001,48.78639
2019-11-01,Garoowe,8.470396000000001,48.78639
2019-12-01,Garoowe,8.470396000000001,48.78639
2020-01-01,Garoowe,8.470396000000001,48.78639
2020-02-01,Garoowe,8.470396000000001,48.78639
2016-02-01,Gebiley,9.859568,43.68093
2016-03-01,Gebiley,9.859568,43.68093
2016-04-01,Gebiley,9.859568,43.68093
2016-05-01,Gebiley,9.859568,43.68093
2016-06-01,Gebiley,9.859568,43.68093
2016-07-01,Gebiley,9.859568,43.68093
2016-08-01,Gebiley,9.859568,43.68093
2016-09-01,Gebiley,9.859568,43.68093
2016-10-01,Gebiley,9.859568,43.68093
2016-11-01,Gebiley,9.859568,43.68093
2016-12-01,Gebiley,9.859568,43.68093
2017-01-01,Gebiley,9.859568,43.68093
2017-02-01,Gebiley,9.859568,43.68093
2017-03-01,Gebiley,9.859568,43.68093
2017-04-01,Gebiley,9.859568,43.68093
2017-05-01,Gebiley,9.859568,43.68093
2017-06-01,Gebiley,9.859568,43.68093
2017-07-01,Gebiley,9.859568,43.68093
2017-08-01,Gebiley,9.859568,43.68093
2017-09-01,Gebiley,9.859568,43.68093
2017-10-01,Gebiley,9.859568,43.68093
2017-11-01,Gebiley,9.859568,43.68093
2017-12-01,Gebiley,9.859568,43.68093
2018-01-01,Gebiley,9.859568,43.68093
2018-02-01,Gebiley,9.859568,43.68093
2018-03-01,Gebiley,9.859568,43.68093
2018-04-01,Gebiley,9.859568,43.68093
2018-05-01,Gebiley,9.859568,43.68093
2018-06-01,Gebiley,9.859568,43.68093
2018-07-01,Gebiley,9.859568,43.68093
2018-08-01,Gebiley,9.859568,43.68093
2018-09-01,Gebiley,9.859568,43.68093
2018-10-01,Gebiley,9.859568,43.68093
2018-11-01,Gebiley,9.859568,43.68093
2018-12-01,Gebiley,9.859568,43.68093
2019-01-01,Gebiley,9.859568,43.68093
2019-02-01,Gebiley,9.859568,43.68093
2019-03-01,Gebiley,9.859568,43.68093
2019-04-01,Gebiley,9.859568,43.68093
2019-05-01,Gebiley,9.859568,43.68093
2019-06-01,Gebiley,9.859568,43.68093
2019-07-01,Gebiley,9.859568,43.68093
2019-08-01,Gebiley,9.859568,43.68093
2019-09-01,Gebiley,9.859568,43.68093
2019-10-01,Gebiley,9.859568,43.68093
2019-11-01,Gebiley,9.859568,43.68093
2019-12-01,Gebiley,9.859568,43.68093
2020-01-01,Gebiley,9.859568,43.68093
2020-02-01,Gebiley,9.859568,43.68093
2016-02-01,Hargeysa,9.521626,44.28073
2016-03-01,Hargeysa,9.521626,44.28073
2016-04-01,Hargeysa,9.521626,44.28073
2016-05-01,Hargeysa,9.521626,44.28073
2016-06-01,Hargeysa,9.521626,44.28073
2016-07-01,Hargeysa,9.521626,44.28073
2016-08-01,Hargeysa,9.521626,44.28073
2016-09-01,Hargeysa,9.521626,44.28073
2016-10-01,Hargeysa,9.521626,44.28073
2016-11-01,Hargeysa,9.521626,44.28073
2016-12-01,Hargeysa,9.521626,44.28073
2017-01-01,Hargeysa,9.521626,44.28073
2017-02-01,Hargeysa,9.521626,44.28073
2017-03-01,Hargeysa,9.521626,44.28073
2017-04-01,Hargeysa,9.521626,44.28073
2017-05-01,Hargeysa,9.521626,44.28073
2017-06-01,Hargeysa,9.521626,44.28073
2017-07-01,Hargeysa,9.521626,44.28073
2017-08-01,Hargeysa,9.521626,44.28073
2017-09-01,Hargeysa,9.521626,44.28073
2017-10-01,Hargeysa,9.521626,44.28073
2017-11-01,Hargeysa,9.521626,44.28073
2017-12-01,Hargeysa,9.521626,44.28073
2018-01-01,Hargeysa,9.521626,44.28073
2018-02-01,Hargeysa,9.521626,44.28073
2018-03-01,Hargeysa,9.521626,44.28073
2018-04-01,Hargeysa,9.521626,44.28073
2018-05-01,Hargeysa,9.521626,44.28073
2018-06-01,Hargeysa,9.521626,44.28073
2018-07-01,Hargeysa,9.521626,44.28073
2018-08-01,Hargeysa,9.521626,44.28073
2018-09-01,Hargeysa,9.521626,44.28073
2018-10-01,Hargeysa,9.521626,44.28073
2018-11-01,Hargeysa,9.521626,44.28073
2018-12-01,Hargeysa,9.521626,44.28073
2019-01-01,Hargeysa,9.521626,44.28073
2019-02-01,Hargeysa,9.521626,44.28073
2019-03-01,Hargeysa,9.521626,44.28073
2019-04-01,Hargeysa,9.521626,44.28073
2019-05-01,Hargeysa,9.521626,44.28073
2019-06-01,Hargeysa,9.521626,44.28073
2019-07-01,Hargeysa,9.521626,44.28073
2019-08-01,Hargeysa,9.521626,44.28073
2019-09-01,Hargeysa,9.521626,44.28073
2019-10-01,Hargeysa,9.521626,44.28073
2019-11-01,Hargeysa,9.521626,44.28073
2019-12-01,Hargeysa,9.521626,44.28073
2020-01-01,Hargeysa,9.521626,44.28073
2020-02-01,Hargeysa,9.521626,44.28073
2016-02-01,Hobyo,5.971543,48.20153
2016-03-01,Hobyo,5.971543,48.20153
2016-04-01,Hobyo,5.971543,48.20153
2016-05-01,Hobyo,5.971543,48.20153
2016-06-01,Hobyo,5.971543,48.20153
2016-07-01,Hobyo,5.971543,48.20153
2016-08-01,Hobyo,5.971543,48.20153
2016-09-01,Hobyo,5.971543,48.20153
2016-10-01,Hobyo,5.971543,48.20153
2016-11-01,Hobyo,5.971543,48.20153
2016-12-01,Hobyo,5.971543,48.20153
2017-01-01,Hobyo,5.971543,48.20153
2017-02-01,Hobyo,5.971543,48.20153
2017-03-01,Hobyo,5.971543,48.20153
2017-04-01,Hobyo,5.971543,48.20153
2017-05-01,Hobyo,5.971543,48.20153
2017-06-01,Hobyo,5.971543,48.20153
2017-07-01,Hobyo,5.971543,48.20153
2017-08-01,Hobyo,5.971543,48.20153
2017-09-01,Hobyo,5.971543,48.20153
2017-10-01,Hobyo,5.971543,48.20153
2017-11-01,Hobyo,5.971543,48.20153
2017-12-01,Hobyo,5.971543,48.20153
2018-01-01,Hobyo,5.971543,48.20153
2018-02-01,Hobyo,5.971543,48.20153
2018-03-01,Hobyo,5.971543,48.20153
2018-04-01,Hobyo,5.971543,48.20153
2018-05-01,Hobyo,5.971543,48.20153
2018-06-01,Hobyo,5.971543,48.20153
2018-07-01,Hobyo,5.971543,48.20153
2018-08-01,Hobyo,5.971543,48.20153
2018-09-01,Hobyo,5.971543,48.20153
2018-10-01,Hobyo,5.971543,48.20153
2018-11-01,Hobyo,5.971543,48.20153
2018-12-01,Hobyo,5.971543,48.20153
2019-01-01,Hobyo,5.971543,48.20153
2019-02-01,Hobyo,5.971543,48.20153
2019-03-01,Hobyo,5.971543,48.20153
2019-04-01,Hobyo,5.971543,48.20153
2019-05-01,Hobyo,5.971543,48.20153
2019-06-01,Hobyo,5.971543,48.20153
2019-07-01,Hobyo,5.971543,48.20153
2019-08-01,Hobyo,5.971543,48.20153
2019-09-01,Hobyo,5.971543,48.20153
2019-10-01,Hobyo,5.971543,48.20153
2019-11-01,Hobyo,5.971543,48.20153
2019-12-01,Hobyo,5.971543,48.20153
2020-01-01,Hobyo,5.971543,48.20153
2020-02-01,Hobyo,5.971543,48.20153
2016-02-01,Iskushuban,10.5516,50.50521
2016-03-01,Iskushuban,10.5516,50.50521
2016-04-01,Iskushuban,10.5516,50.50521
2016-05-01,Iskushuban,10.5516,50.50521
2016-06-01,Iskushuban,10.5516,50.50521
2016-07-01,Iskushuban,10.5516,50.50521
2016-08-01,Iskushuban,10.5516,50.50521
2016-09-01,Iskushuban,10.5516,50.50521
2016-10-01,Iskushuban,10.5516,50.50521
2016-11-01,Iskushuban,10.5516,50.50521
2016-12-01,Iskushuban,10.5516,50.50521
2017-01-01,Iskushuban,10.5516,50.50521
2017-02-01,Iskushuban,10.5516,50.50521
2017-03-01,Iskushuban,10.5516,50.50521
2017-04-01,Iskushuban,10.5516,50.50521
2017-05-01,Iskushuban,10.5516,50.50521
2017-06-01,Iskushuban,10.5516,50.50521
2017-07-01,Iskushuban,10.5516,50.50521
2017-08-01,Iskushuban,10.5516,50.50521
2017-09-01,Iskushuban,10.5516,50.50521
2017-10-01,Iskushuban,10.5516,50.50521
2017-11-01,Iskushuban,10.5516,50.50521
2017-12-01,Iskushuban,10.5516,50.50521
2018-01-01,Iskushuban,10.5516,50.50521
2018-02-01,Iskushuban,10.5516,50.50521
2018-03-01,Iskushuban,10.5516,50.50521
2018-04-01,Iskushuban,10.5516,50.50521
2018-05-01,Iskushuban,10.5516,50.50521
2018-06-01,Iskushuban,10.5516,50.50521
2018-07-01,Iskushuban,10.5516,50.50521
2018-08-01,Iskushuban,10.5516,50.50521
2018-09-01,Iskushuban,10.5516,50.50521
2018-10-01,Iskushuban,10.5516,50.50521
2018-11-01,Iskushuban,10.5516,50.50521
2018-12-01,Iskushuban,10.5516,50.50521
2019-01-01,Iskushuban,10.5516,50.50521
2019-02-01,Iskushuban,10.5516,50.50521
2019-03-01,Iskushuban,10.5516,50.50521
2019-04-01,Iskushuban,10.5516,50.50521
2019-05-01,Iskushuban,10.5516,50.50521
2019-06-01,Iskushuban,10.5516,50.50521
2019-07-01,Iskushuban,10.5516,50.50521
2019-08-01,Iskushuban,10.5516,50.50521
2019-09-01,Iskushuban,10.5516,50.50521
2019-10-01,Iskushuban,10.5516,50.50521
2019-11-01,Iskushuban,10.5516,50.50521
2019-12-01,Iskushuban,10.5516,50.50521
2020-01-01,Iskushuban,10.5516,50.50521
2020-02-01,Iskushuban,10.5516,50.50521
2016-02-01,Jalalaqsi,3.40329,45.61273
2016-03-01,Jalalaqsi,3.40329,45.61273
2016-04-01,Jalalaqsi,3.40329,45.61273
2016-05-01,Jalalaqsi,3.40329,45.61273
2016-06-01,Jalalaqsi,3.40329,45.61273
2016-07-01,Jalalaqsi,3.40329,45.61273
2016-08-01,Jalalaqsi,3.40329,45.61273
2016-09-01,Jalalaqsi,3.40329,45.61273
2016-10-01,Jalalaqsi,3.40329,45.61273
2016-11-01,Jalalaqsi,3.40329,45.61273
2016-12-01,Jalalaqsi,3.40329,45.61273
2017-01-01,Jalalaqsi,3.40329,45.61273
2017-02-01,Jalalaqsi,3.40329,45.61273
2017-03-01,Jalalaqsi,3.40329,45.61273
2017-04-01,Jalalaqsi,3.40329,45.61273
2017-05-01,Jalalaqsi,3.40329,45.61273
2017-06-01,Jalalaqsi,3.40329,45.61273
2017-07-01,Jalalaqsi,3.40329,45.61273
2017-08-01,Jalalaqsi,3.40329,45.61273
2017-09-01,Jalalaqsi,3.40329,45.61273
2017-10-01,Jalalaqsi,3.40329,45.61273
2017-11-01,Jalalaqsi,3.40329,45.61273
2017-12-01,Jalalaqsi,3.40329,45.61273
2018-01-01,Jalalaqsi,3.40329,45.61273
2018-02-01,Jalalaqsi,3.40329,45.61273
2018-03-01,Jalalaqsi,3.40329,45.61273
2018-04-01,Jalalaqsi,3.40329,45.61273
2018-05-01,Jalalaqsi,3.40329,45.61273
2018-06-01,Jalalaqsi,3.40329,45.61273
2018-07-01,Jalalaqsi,3.40329,45.61273
2018-08-01,Jalalaqsi,3.40329,45.61273
2018-09-01,Jalalaqsi,3.40329,45.61273
2018-10-01,Jalalaqsi,3.40329,45.61273
2018-11-01,Jalalaqsi,3.40329,45.61273
2018-12-01,Jalalaqsi,3.40329,45.61273
2019-01-01,Jalalaqsi,3.40329,45.61273
2019-02-01,Jalalaqsi,3.40329,45.61273
2019-03-01,Jalalaqsi,3.40329,45.61273
2019-04-01,Jalalaqsi,3.40329,45.61273
2019-05-01,Jalalaqsi,3.40329,45.61273
2019-06-01,Jalalaqsi,3.40329,45.61273
2019-07-01,Jalalaqsi,3.40329,45.61273
2019-08-01,Jalalaqsi,3.40329,45.61273
2019-09-01,Jalalaqsi,3.40329,45.61273
2019-10-01,Jalalaqsi,3.40329,45.61273
2019-11-01,Jalalaqsi,3.40329,45.61273
2019-12-01,Jalalaqsi,3.40329,45.61273
2020-01-01,Jalalaqsi,3.40329,45.61273
2020-02-01,Jalalaqsi,3.40329,45.61273
2016-02-01,Jamaame,0.124303,42.80163
2016-03-01,Jamaame,0.124303,42.80163
2016-04-01,Jamaame,0.124303,42.80163
2016-05-01,Jamaame,0.124303,42.80163
2016-06-01,Jamaame,0.124303,42.80163
2016-07-01,Jamaame,0.124303,42.80163
2016-08-01,Jamaame,0.124303,42.80163
2016-09-01,Jamaame,0.124303,42.80163
2016-10-01,Jamaame,0.124303,42.80163
2016-11-01,Jamaame,0.124303,42.80163
2016-12-01,Jamaame,0.124303,42.80163
2017-01-01,Jamaame,0.124303,42.80163
2017-02-01,Jamaame,0.124303,42.80163
2017-03-01,Jamaame,0.124303,42.80163
2017-04-01,Jamaame,0.124303,42.80163
2017-05-01,Jamaame,0.124303,42.80163
2017-06-01,Jamaame,0.124303,42.80163
2017-07-01,Jamaame,0.124303,42.80163
2017-08-01,Jamaame,0.124303,42.80163
2017-09-01,Jamaame,0.124303,42.80163
2017-10-01,Jamaame,0.124303,42.80163
2017-11-01,Jamaame,0.124303,42.80163
2017-12-01,Jamaame,0.124303,42.80163
2018-01-01,Jamaame,0.124303,42.80163
2018-02-01,Jamaame,0.124303,42.80163
2018-03-01,Jamaame,0.124303,42.80163
2018-04-01,Jamaame,0.124303,42.80163
2018-05-01,Jamaame,0.124303,42.80163
2018-06-01,Jamaame,0.124303,42.80163
2018-07-01,Jamaame,0.124303,42.80163
2018-08-01,Jamaame,0.124303,42.80163
2018-09-01,Jamaame,0.124303,42.80163
2018-10-01,Jamaame,0.124303,42.80163
2018-11-01,Jamaame,0.124303,42.80163
2018-12-01,Jamaame,0.124303,42.80163
2019-01-01,Jamaame,0.124303,42.80163
2019-02-01,Jamaame,0.124303,42.80163
2019-03-01,Jamaame,0.124303,42.80163
2019-04-01,Jamaame,0.124303,42.80163
2019-05-01,Jamaame,0.124303,42.80163
2019-06-01,Jamaame,0.124303,42.80163
2019-07-01,Jamaame,0.124303,42.80163
2019-08-01,Jamaame,0.124303,42.80163
